question,segment_type,segment_description,answer,count,percentage
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),None,47,0.516
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Facebook,16,0.262
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Instagram,16,0.262
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Snapchat,1,0.016
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Twitter,2,0.033
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),None,26,0.426
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Facebook,16,0.2
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Instagram,11,0.138
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Snapchat,1,0.013
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Twitter,8,0.1
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),None,44,0.55
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Facebook,12,0.164
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Instagram,24,0.329
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Snapchat,2,0.027
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Twitter,2,0.027
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),None,33,0.452
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Facebook,12,0.185
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Instagram,16,0.246
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Snapchat,2,0.031
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Twitter,3,0.046
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),None,32,0.492
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Facebook,16,0.188
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Instagram,25,0.294
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Snapchat,4,0.047
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Twitter,6,0.071
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),None,34,0.4
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Facebook,6,0.083
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Instagram,20,0.278
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Snapchat,1,0.014
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Twitter,3,0.042
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),None,42,0.583
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Facebook,23,0.284
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Instagram,17,0.21
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Snapchat,1,0.012
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Twitter,3,0.037
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),None,37,0.457
What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Facebook,15,0.25
What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Instagram,10,0.167
What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Snapchat,2,0.033
What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Twitter,2,0.033
What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,None,31,0.517
What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Facebook,17,0.179
What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Instagram,23,0.242
What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Snapchat,2,0.021
What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Twitter,9,0.095
What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,None,44,0.463
What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",Facebook,85,0.177
What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",Instagram,118,0.246
What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",Snapchat,11,0.023
What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",Twitter,24,0.05
What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",None,241,0.503
What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,Facebook,97,0.191
What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,Instagram,150,0.295
What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,Snapchat,16,0.031
What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,Twitter,25,0.049
What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,None,221,0.434
What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,Facebook,11,0.141
What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,Instagram,26,0.333
What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,Snapchat,1,0.013
What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,Twitter,1,0.013
What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,None,39,0.5
What social platform has influenced your online shopping most?,Custom,I'm in? College,Facebook,354,0.216
What social platform has influenced your online shopping most?,Custom,I'm in? College,Instagram,480,0.293
What social platform has influenced your online shopping most?,Custom,I'm in? College,Snapchat,43,0.026
What social platform has influenced your online shopping most?,Custom,I'm in? College,Twitter,96,0.059
What social platform has influenced your online shopping most?,Custom,I'm in? College,None,667,0.407
What social platform has influenced your online shopping most?,Custom,I'm in? High School,Facebook,18,0.096
What social platform has influenced your online shopping most?,Custom,I'm in? High School,Instagram,65,0.346
What social platform has influenced your online shopping most?,Custom,I'm in? High School,Snapchat,8,0.043
What social platform has influenced your online shopping most?,Custom,I'm in? High School,Twitter,16,0.085
What social platform has influenced your online shopping most?,Custom,I'm in? High School,None,81,0.431
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Facebook,14,0.163
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Instagram,24,0.279
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Snapchat,6,0.07
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Twitter,2,0.023
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",None,40,0.465
What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Facebook,70,0.192
What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Instagram,114,0.313
What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Snapchat,8,0.022
What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Twitter,18,0.049
What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",None,154,0.423
What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Facebook,162,0.222
What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Instagram,211,0.289
What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Snapchat,22,0.03
What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Twitter,41,0.056
What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",None,294,0.403
What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Facebook,130,0.156
What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Instagram,225,0.27
What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Snapchat,23,0.028
What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Twitter,45,0.054
What social platform has influenced your online shopping most?,Custom,grow up speaking? English,None,409,0.492
What social platform has influenced your online shopping most?,Custom,Are you single? No,Facebook,38,0.168
What social platform has influenced your online shopping most?,Custom,Are you single? No,Instagram,75,0.332
What social platform has influenced your online shopping most?,Custom,Are you single? No,Snapchat,6,0.027
What social platform has influenced your online shopping most?,Custom,Are you single? No,Twitter,15,0.066
What social platform has influenced your online shopping most?,Custom,Are you single? No,None,92,0.407
What social platform has influenced your online shopping most?,Custom,Are you single? Yes,Facebook,93,0.152
What social platform has influenced your online shopping most?,Custom,Are you single? Yes,Instagram,178,0.29
What social platform has influenced your online shopping most?,Custom,Are you single? Yes,Snapchat,16,0.026
What social platform has influenced your online shopping most?,Custom,Are you single? Yes,Twitter,37,0.06
What social platform has influenced your online shopping most?,Custom,Are you single? Yes,None,289,0.471
What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,Facebook,110,0.189
What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,Instagram,194,0.334
What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,Snapchat,14,0.024
What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,Twitter,37,0.064
What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,None,226,0.389
What social platform has influenced your online shopping most?,Custom,you a virgin? No,Facebook,278,0.216
What social platform has influenced your online shopping most?,Custom,you a virgin? No,Instagram,398,0.309
What social platform has influenced your online shopping most?,Custom,you a virgin? No,Snapchat,32,0.025
What social platform has influenced your online shopping most?,Custom,you a virgin? No,Twitter,74,0.057
What social platform has influenced your online shopping most?,Custom,you a virgin? No,None,508,0.394
What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,Facebook,73,0.166
What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,Instagram,127,0.288
What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,Snapchat,11,0.025
What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,Twitter,29,0.066
What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,None,201,0.456
What social platform has influenced your online shopping most?,Custom,you voting for? Not voting,Facebook,34,0.165
What social platform has influenced your online shopping most?,Custom,you voting for? Not voting,Instagram,73,0.354
What social platform has influenced your online shopping most?,Custom,you voting for? Not voting,Snapchat,7,0.034
What social platform has influenced your online shopping most?,Custom,you voting for? Not voting,Twitter,10,0.049
What social platform has influenced your online shopping most?,Custom,you voting for? Not voting,None,82,0.398
What social platform has influenced your online shopping most?,Custom,you voting for? Writing in Bernie,Facebook,24,0.211
What social platform has influenced your online shopping most?,Custom,you voting for? Writing in Bernie,Instagram,39,0.342
What social platform has influenced your online shopping most?,Custom,you voting for? Writing in Bernie,Snapchat,2,0.018
What social platform has influenced your online shopping most?,Custom,you voting for? Writing in Bernie,Twitter,7,0.061
What social platform has influenced your online shopping most?,Custom,you voting for? Writing in Bernie,None,42,0.368
What social platform has influenced your online shopping most?,Custom,you voting for? Other,Facebook,14,0.318
What social platform has influenced your online shopping most?,Custom,you voting for? Other,Instagram,11,0.25
What social platform has influenced your online shopping most?,Custom,you voting for? Other,Snapchat,2,0.045
What social platform has influenced your online shopping most?,Custom,you voting for? Other,Twitter,2,0.045
What social platform has influenced your online shopping most?,Custom,you voting for? Other,None,15,0.341
What social platform has influenced your online shopping most?,Custom,you voting for? Gary Johnson,Facebook,53,0.232
What social platform has influenced your online shopping most?,Custom,you voting for? Gary Johnson,Instagram,49,0.215
What social platform has influenced your online shopping most?,Custom,you voting for? Gary Johnson,Snapchat,2,0.009
What social platform has influenced your online shopping most?,Custom,you voting for? Gary Johnson,Twitter,15,0.066
What social platform has influenced your online shopping most?,Custom,you voting for? Gary Johnson,None,109,0.478
What social platform has influenced your online shopping most?,Custom,you voting for? Jill Stein,Facebook,3,0.13
What social platform has influenced your online shopping most?,Custom,you voting for? Jill Stein,Instagram,3,0.13
What social platform has influenced your online shopping most?,Custom,you voting for? Jill Stein,Snapchat,1,0.043
What social platform has influenced your online shopping most?,Custom,you voting for? Jill Stein,Twitter,1,0.043
What social platform has influenced your online shopping most?,Custom,you voting for? Jill Stein,None,15,0.652
What social platform has influenced your online shopping most?,Custom,you voting for? Donald Trump,Facebook,59,0.157
What social platform has influenced your online shopping most?,Custom,you voting for? Donald Trump,Instagram,114,0.304
What social platform has influenced your online shopping most?,Custom,you voting for? Donald Trump,Snapchat,11,0.029
What social platform has influenced your online shopping most?,Custom,you voting for? Donald Trump,Twitter,31,0.083
What social platform has influenced your online shopping most?,Custom,you voting for? Donald Trump,None,160,0.427
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Facebook,64,0.207
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Instagram,115,0.372
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Snapchat,3,0.01
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Twitter,17,0.055
What social platform has influenced your online shopping most?,Custom,What's your major? Other,None,110,0.356
What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Facebook,7,0.333
What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Instagram,9,0.429
What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Snapchat,0,0.0
What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Twitter,1,0.048
What social platform has influenced your online shopping most?,Custom,What's your major? Languages,None,4,0.19
What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Facebook,2,0.154
What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Instagram,6,0.462
What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Snapchat,0,0.0
What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Twitter,1,0.077
What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,None,4,0.308
What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Facebook,14,0.2
What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Instagram,19,0.271
What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Snapchat,2,0.029
What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Twitter,1,0.014
What social platform has influenced your online shopping most?,Custom,closely identify as? Other,None,34,0.486
What social platform has influenced your online shopping most?,Custom,closely identify as? Native American 👍🏾,Facebook,2,0.182
What social platform has influenced your online shopping most?,Custom,closely identify as? Native American 👍🏾,Instagram,4,0.364
What social platform has influenced your online shopping most?,Custom,closely identify as? Native American 👍🏾,Snapchat,0,0.0
What social platform has influenced your online shopping most?,Custom,closely identify as? Native American 👍🏾,Twitter,2,0.182
What social platform has influenced your online shopping most?,Custom,closely identify as? Native American 👍🏾,None,3,0.273
What social platform has influenced your online shopping most?,Custom,closely identify as? Asian 👍🏼,Facebook,29,0.22
What social platform has influenced your online shopping most?,Custom,closely identify as? Asian 👍🏼,Instagram,44,0.333
What social platform has influenced your online shopping most?,Custom,closely identify as? Asian 👍🏼,Snapchat,2,0.015
What social platform has influenced your online shopping most?,Custom,closely identify as? Asian 👍🏼,Twitter,4,0.03
What social platform has influenced your online shopping most?,Custom,closely identify as? Asian 👍🏼,None,53,0.402
What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic 👍🏽,Facebook,11,0.159
What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic 👍🏽,Instagram,23,0.333
What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic 👍🏽,Snapchat,2,0.029
What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic 👍🏽,Twitter,4,0.058
What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic 👍🏽,None,29,0.42
What social platform has influenced your online shopping most?,Custom,What's your major? History,Facebook,5,0.192
What social platform has influenced your online shopping most?,Custom,What's your major? History,Instagram,9,0.346
What social platform has influenced your online shopping most?,Custom,What's your major? History,Snapchat,1,0.038
What social platform has influenced your online shopping most?,Custom,What's your major? History,Twitter,0,0.0
What social platform has influenced your online shopping most?,Custom,What's your major? History,None,11,0.423
What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Facebook,30,0.33
What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Instagram,23,0.253
What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Snapchat,2,0.022
What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Twitter,5,0.055
What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,None,31,0.341
